conversation_id,customer_messages,full_conversation,intent,escalate,escalation_reason,notes
1606419,"@115850 pathetic services, really disappointed, ordered an LG smart TV, was delivered a damaged one &amp; now they r running frm onus, shame!","[CUSTOMER] @115850 pathetic services, really disappointed, ordered an LG smart TV, was delivered a damaged one &amp; now they r running frm onus, shame! || [BRAND] @493483 Please drop in your details here: https://t.co/GIJyeYqKE0. We will sort this for you.  2/2 ^SB",return_refund,yes,Escalation reason:,Customer received a damaged LG Smart TV and says Amazon is avoiding responsibility. Further human assistance is needed to resolve the damaged-item issue.Notes:
650058,"OK, this is enough. Got an email, called them after 5 hours, was told to wait again for 2 days. @115821 I am not giving you a single cent more. No word from @115851 either. Amazing. @AmazonHelp = Pathetic https://t.co/pWwKfTSSUe || @AmazonHelp Done. I guess I will have to wait the standard 2 days and then get the same automatic email and still no solving the issue. 😠 || @AmazonHelp LOL. Don't bother, by then I would have missed all deals I was after. At least cancel the prime and refund the last charge. || @AmazonHelp Oh right, you can't do that. I would hurt @115851 wallet after all. @115821 good on you.","[CUSTOMER] OK, this is enough. Got an email, called them after 5 hours, was told to wait again for 2 days. @115821 I am not giving you a single cent more. No word from @115851 either. Amazing. @AmazonHelp = Pathetic https://t.co/pWwKfTSSUe || [BRAND] @146157 I'm very sorry for the inconvenience this has caused! We'd like to have a member of our team look into this for you. Please add your details to the following link: https://t.co/1Br26YUliX ^BN || [CUSTOMER] @AmazonHelp Done. I guess I will have to wait the standard 2 days and then get the same automatic email and still no solving the issue. 😠 || [BRAND] @146157 Thanks for providing your details. We aim to be in touch with you within 12 business hours.^BZ https://t.co/1XyLaGkcaN || [CUSTOMER] @AmazonHelp LOL. Don't bother, by then I would have missed all deals I was after. At least cancel the prime and refund the last charge. || [CUSTOMER] @AmazonHelp Oh right, you can't do that. I would hurt @115851 wallet after all. @115821 good on you.",subscription_service,yes,Escalation reason:,Customer is requesting cancellation of their Prime membership and a refund of the latest Prime charge after repeated unresolved support issues. They have already provided their details for further assistance.Notes:
1633190,@AmazonHelp so I’ve had Echo issues for two months now. Getting worse. I’m sick of the run around customer support is giving me. I need help || @AmazonHelp My Alexa turns off. Randomly. Today it did it 4 times in 5 minutes. I’ve contacted CS at least 5 times with no resolution.,"[CUSTOMER] @AmazonHelp so I’ve had Echo issues for two months now. Getting worse. I’m sick of the run around customer support is giving me. I need help || [BRAND] @499708 This certainly isn't what we like to hear! Without giving personal info, will you tell us more about what's going on? ^HC || [CUSTOMER] @AmazonHelp My Alexa turns off. Randomly. Today it did it 4 times in 5 minutes. I’ve contacted CS at least 5 times with no resolution.",device_technical,yes,Escalation reason:,"Customer reports persistent Echo/Alexa technical issues for two months. The device randomly turns off multiple times a day, and the customer has contacted customer service at least five times without resolution.Notes:"
1562324,@AmazonHelp Ich habe mal eine Frage ... warum bestelle ich ein Spiel bei Ihnen vor wenn ich es nicht einmal bekomme am Erscheinungs Tag https://t.co/CH9k1G8wX4,"[CUSTOMER] @AmazonHelp Ich habe mal eine Frage ... warum bestelle ich ein Spiel bei Ihnen vor wenn ich es nicht einmal bekomme am Erscheinungs Tag https://t.co/CH9k1G8wX4 || [BRAND] @197820 Bitte entschuldige die Verzögerung. Melde dich im Kundenservice, damit wir dem nachgehen können: https://t.co/5RHhEVM4nM ^UK",delivery_issue,yes,Escalation reason:,"Customer preordered a game expecting delivery on its release day, but it was delayed. Amazon directed the customer to contact customer service for further investigation.Notes:"
871138,"@115830 hiii, can't access the email address my account is linked to anymore and you've sent a verification code to it 🙄 what do I do? || @AmazonHelp Back to that to try and access your link? https://t.co/DiLnR2KLG7","[CUSTOMER] @115830 hiii, can't access the email address my account is linked to anymore and you've sent a verification code to it 🙄 what do I do? || [BRAND] @326826 Sorry, I sent the wrong link! Try this one instead: https://t.co/JzP7hlA23B ^KJ || [CUSTOMER] @AmazonHelp Back to that to try and access your link? https://t.co/DiLnR2KLG7",account_access,yes,Escalation reason:,Customer cannot access the email address linked to their Amazon account and therefore cannot receive the verification code. Assistance is needed to regain account access.Notes:
1155155,@AmazonHelp bought an iPhone and received a micromax phone. Called customer care. No one has come for 8 Days to pick up the product ! WTF !!,[CUSTOMER] @AmazonHelp bought an iPhone and received a micromax phone. Called customer care. No one has come for 8 Days to pick up the product ! WTF !! || [BRAND] @337350 I'm sorry for the trouble you've had so far. We’d like to help. Please fill this form: https://t.co/GIJyeYqKE0. ^MP,order_issue,yes,Escalation reason:,Customer ordered an iPhone but received a Micromax phone instead. The incorrect item has also not been picked up for 8 days despite contacting customer care.Notes:
311294,"@115850 for orders lately, prime doesn't deliver giving false reasons. Why lie, deliver next day if u busy. Complained but NO ACTION :( https://t.co/zU0jm1gebg","[CUSTOMER] @115850 for orders lately, prime doesn't deliver giving false reasons. Why lie, deliver next day if u busy. Complained but NO ACTION :( https://t.co/zU0jm1gebg || [BRAND] @190339 Please don't provide your order details, as we consider it to be personal information. Our page is visible to the public. 3/3 ^PS",delivery_issue,yes,Escalation reason:,Customer reports repeated Prime delivery failures with allegedly false delivery reasons and says previous complaints received no action. Human assistance is needed to investigate the recurring delivery issue.Notes:
2944302,"@115830 you really need to work on your delivery service. Twice they have ""tried to deliver"", twice they failed to even get to my door || @AmazonHelp We've already spoken to customer service and gave them directions, the delivery person was outside the address and still failed to deliver || @AmazonHelp An email of complaint will be with you soon we had to wait in for 2 days for a delivery that was not going to arrive. This isn't good enough","[CUSTOMER] @115830 you really need to work on your delivery service. Twice they have ""tried to deliver"", twice they failed to even get to my door || [BRAND] @813359 I'm sorry for the poor delivery experience! To clarify was the parcel ever delivered or is it still in transit? You can check your tracking here: https://t.co/aaDyEz1VgE We're here to help, so let us know! ^KN || [CUSTOMER] @AmazonHelp We've already spoken to customer service and gave them directions, the delivery person was outside the address and still failed to deliver || [BRAND] @813359 When you spoke to us over the phone, were you provided any additional insight on this matter? Were you offered any options? Please let us know! ^JY || [CUSTOMER] @AmazonHelp An email of complaint will be with you soon we had to wait in for 2 days for a delivery that was not going to arrive. This isn't good enough",delivery_issue,yes,Escalation reason:,Customer reports two failed delivery attempts where the driver did not reach the door despite being outside the address. They already contacted customer service and are preparing a complaint after waiting two days for a delivery that did not arrive.Notes:
687868,@AmazonHelp I’ve been calling customer support India related to a product return. No response after 5 calls &amp; escalation. &amp; 5 weeks. Please help.,[CUSTOMER] @AmazonHelp I’ve been calling customer support India related to a product return. No response after 5 calls &amp; escalation. &amp; 5 weeks. Please help. || [BRAND] @284289 We apologize for the inconvenience regarding the return. We'd like to make this right for you. Please drop your details here: https://t.co/beaaDm0muc and we’ll contact you at the earliest. ^BV,return_refund,yes,Escalation reason:,Customer has been trying to resolve a product return for five weeks and has made five calls plus an escalation without receiving a response. Human assistance is needed to resolve the delayed return.Notes:
2640935,"When you hear a rustling at the door and instantaneously receive text message, email, and push notifications... thank you @115821 &amp; @115817 for delivering #FridaySmiles.","[CUSTOMER] When you hear a rustling at the door and instantaneously receive text message, email, and push notifications... thank you @115821 &amp; @115817 for delivering #FridaySmiles. || [BRAND] @745287 Glad we could help with your #FridaySmiles. Thanks for sharing, I hope you have an amazing weekend! :D ^EZ",other,no,,Notes:
1047939,.@AmazonHelp me confirme que @120535 a perdu mon colis ... Comment vous faites pour perdre des colis avec un numéro de suivi ? Sérieux,"[CUSTOMER] .@AmazonHelp me confirme que @120535 a perdu mon colis ... Comment vous faites pour perdre des colis avec un numéro de suivi ? Sérieux || [BRAND] @338178 Bonsoir, je suis désolée pour ce retard😓il semblerait qu'il ait été pris en charge par un autre transporteur.^FT",missing_package,yes,Escalation reason:,"Customer believes their package has been lost and asks Amazon to confirm its status. Amazon indicates the package was taken over by another carrier, so further investigation may be needed.Notes:"
654293,"@117086 posso saber quais livros estarão em promoção na Black Friday ? || @AmazonHelp @117086 Será dia,24 é?","[CUSTOMER] @117086 posso saber quais livros estarão em promoção na Black Friday ? || [BRAND] @275645 Olá, Miguel! No momento não temos essas informações mas saiba que as nossas promoções serão anunciadas no nosso site e redes sociais. Fique de olho. 👀😃 ^NB || [CUSTOMER] @AmazonHelp @117086 Será dia,24 é? || [BRAND] @275645 Sim, fique de olho. 👀😃😉 ^NB",other,no,,Notes:
2310499,"Since 7th Sept 2017 I have not received refund from RBL Bk  Rs.6998/- Which is denied online debit card Amazon payment. But Amazon refunded  same to RBL Bk but till date RBL bk not refund to my account. Several times I have sent emails, spoken with custcare  officers","[CUSTOMER] Since 7th Sept 2017 I have not received refund from RBL Bk  Rs.6998/- Which is denied online debit card Amazon payment. But Amazon refunded  same to RBL Bk but till date RBL bk not refund to my account. Several times I have sent emails, spoken with custcare  officers || [BRAND] @670100 I’m sorry about this experience with the refund. I’d like to look into this, please fill this form: https://t.co/beaaDm0muc and I’ll contact you at the earliest ^RW",payment_billing,yes,Escalation reason:,Customer has not received a ₹6998 refund that Amazon reportedly sent to RBL Bank. The customer has repeatedly contacted the bank and Amazon support without receiving the refund.Notes:
1687360,"@115821 @AmazonHelp be more gentle! How NOT to deliver packages, especially electronics https://t.co/K46KgKCH2v || @AmazonHelp Carrier dynamex tracking DXAMZE0864710 || @AmazonHelp I reached out, the customer rep did not acknowledge my actual concern of how my package was thrown, rather that it was ""left unattended"" || @AmazonHelp Nothing damaged, just want actual issue acknowledged and action to prevent future packages thrown! I have clear video it happened","[CUSTOMER] @115821 @AmazonHelp be more gentle! How NOT to deliver packages, especially electronics https://t.co/K46KgKCH2v || [BRAND] @512423 I'm so sorry the order was delivered like this! Who was the carrier for this shipment: https://t.co/PyACxvY8Qo ? ^DD || [CUSTOMER] @AmazonHelp Carrier dynamex tracking DXAMZE0864710 || [BRAND] @512423 Thanks for confirming, Angelo! We'd definitely like to help so please reach us here: https://t.co/3Rc40bBSbk for review. ^TM || [CUSTOMER] @AmazonHelp I reached out, the customer rep did not acknowledge my actual concern of how my package was thrown, rather that it was ""left unattended"" || [BRAND] @512423 So sorry! Were any of the contents inside damaged? You can leave direct agent feedback with us in the survey sent by e-mail! ^KJ || [CUSTOMER] @AmazonHelp Nothing damaged, just want actual issue acknowledged and action to prevent future packages thrown! I have clear video it happened",order_issue,yes,Escalation reason:,Customer reports that the delivery driver threw their package and says customer service failed to address this specific concern. They have clear video evidence and want the incident acknowledged and action taken to prevent future occurrences.Notes:
1173026,"Yes. I'm having major issues.Two packages were stolen from my porch this morning and I am mad as hell! 
$600 worth of scientific instruments https://t.co/YZMchupcG3","[CUSTOMER] Yes. I'm having major issues.Two packages were stolen from my porch this morning and I am mad as hell! 
$600 worth of scientific instruments https://t.co/YZMchupcG3 || [BRAND] @359872 I see from your earlier posts that we're currently investigating the issue. Please keep us posted when you hear back. ^GR",missing_package,yes,Escalation reason:,Customer reports that two packages containing approximately $600 worth of scientific instruments were stolen from their porch. Amazon confirms the issue is already under investigation.Notes:
2757464,"as you know rs 8499 is left in my account, how can i access my account, if i can't, can you plz refund my money to my linked bank account. https://t.co/HZGrV45Ub8","[CUSTOMER] as you know rs 8499 is left in my account, how can i access my account, if i can't, can you plz refund my money to my linked bank account. https://t.co/HZGrV45Ub8 || [BRAND] @547065 We have responded to your query over DM. Kindly check it. ^SC",account_access,yes,Escalation reason:,Customer cannot access their Amazon account and is asking how to regain access or have the ₹8499 balance refunded to their linked bank account. This requires account access assistance and potentially a refund.Notes:
924490,"@AmazonHelp ridiculous support from Amazon. For the last few days, reps are confusing me with different solutions from each of them.","[CUSTOMER] @AmazonHelp ridiculous support from Amazon. For the last few days, reps are confusing me with different solutions from each of them. || [BRAND] @310706 Sorry about the confusion, I'd like to have a closer look on this. Please tell us here: https://t.co/GIJyeYqKE0. ^BS",other,yes,Escalation reason:,"Customer reports receiving conflicting solutions from multiple support representatives over several days. The underlying issue is not specified, so further human review is needed.Notes:"
1418566,"Seriously @115821, this much packaging to ship a small jewelry box?  How about a service to dispose/pick up excess packaging? https://t.co/0bDDbZhiG2","[CUSTOMER] Seriously @115821, this much packaging to ship a small jewelry box?  How about a service to dispose/pick up excess packaging? https://t.co/0bDDbZhiG2 || [BRAND] @449724 Oh my. That does seem a bit excessive- my apologies! When you can, please pass this along here: https://t.co/TH7UAFZey5. ^BL",other,no,],Notes:
257183,"@AmazonHelp I sent someone a gift card via mail / ups and they have not received it, even though it shows delivered.  Can you help? || @AmazonHelp I got an email from customer service. Thank you!","[CUSTOMER] @AmazonHelp I sent someone a gift card via mail / ups and they have not received it, even though it shows delivered.  Can you help? || [BRAND] @177167 We will certainly do what we can to help, Austin! Let's look into our options for lost gift cards: https://t.co/J6NlTAxgru ^FD || [CUSTOMER] @AmazonHelp I got an email from customer service. Thank you! || [BRAND] @177167 Awesome! Please let us know if you need anything else! ^AG",payment_billing,no,,Notes:
972870,@115850 Worst service ever. I have been trying to contact ur team with no resolution. Item not delivered but message received for delivery || @AmazonHelp I have already mailed my complaint for refund of 2 orders. Pls reply on prority.,"[CUSTOMER] @115850 Worst service ever. I have been trying to contact ur team with no resolution. Item not delivered but message received for delivery || [BRAND] @350733 Sorry, it must be a scan code error. We'll check this for you, do share your details here: https://t.co/MmWul2YQkr ^HT || [CUSTOMER] @AmazonHelp I have already mailed my complaint for refund of 2 orders. Pls reply on prority. || [BRAND] @350733 Thank you. Our team will look into it and get in touch with you. ^NS",missing_package,yes,Escalation reason:,"Item not received despite a delivery notification, with repeated attempts to contact support and unresolved refund requests for two orders.Notes:"
160365,@AmazonHelp Alguma chance do box Mistborn voltar ao preço promocional? :),"[CUSTOMER] @AmazonHelp Alguma chance do box Mistborn voltar ao preço promocional? :) || [BRAND] @152928 Olá, Eduarda! Assim que tivermos mais informações saiba que serão anunciadas no nosso site e redes sociais. Fique de olho. 😉👀 ^NB",other,no,,Notes:
1380604,"I just realized that my Xbox is being delivered by amazon, so that means it won’t be here on time unfortunately. || I’ve submitted many complaints, and last time it seemed like it resolved the issue. But looks like @115821 are up to their old tricks again. || @115821 I understand that my neighborhood is probably at the end of a driver’s schedule, but it happens so frequently, why am i paying for prime? || @AmazonHelp The delivery date is today by 8pm. I’ve learned through experience that if it isn’t here by 6pm, then it probably won’t be coming at all. || @AmazonHelp My delivery date was just updated to a three day window without explanation. Incredibly frustrating. || @AmazonHelp I have, and i know complaining doesn’t help and people are doing their best, but i have to plan my time around big deliveries like this... || @AmazonHelp And unexpected issues like this that are only updated after the fact (in this case after the scheduled delievery date) cause stress.","[CUSTOMER] I just realized that my Xbox is being delivered by amazon, so that means it won’t be here on time unfortunately. || [CUSTOMER] I’ve submitted many complaints, and last time it seemed like it resolved the issue. But looks like @115821 are up to their old tricks again. || [CUSTOMER] @115821 I understand that my neighborhood is probably at the end of a driver’s schedule, but it happens so frequently, why am i paying for prime? || [BRAND] @441365 What's the original delivery date from your order confirmation e-mail: https://t.co/KM1GBojMo5? Has this passed? ^SY || [CUSTOMER] @AmazonHelp The delivery date is today by 8pm. I’ve learned through experience that if it isn’t here by 6pm, then it probably won’t be coming at all. || [BRAND] @441365 If it doesn't arrive by 10pm, please reach out to us here: https://t.co/hApLpMlfHN. ^SY || [CUSTOMER] @AmazonHelp My delivery date was just updated to a three day window without explanation. Incredibly frustrating. || [BRAND] @441365 I understand how frustrating this is. Have you reached us for your available options using ^SY's link? ^DW || [CUSTOMER] @AmazonHelp I have, and i know complaining doesn’t help and people are doing their best, but i have to plan my time around big deliveries like this... || [CUSTOMER] @AmazonHelp And unexpected issues like this that are only updated after the fact (in this case after the scheduled delievery date) cause stress.",delivery_issue,yes,Escalation reason:,Repeated delivery delays and unexpected changes to the promised delivery window despite multiple prior complaints.Notes:
1817412,"Amazonプライムがテレビで見れなくなって、ケータイでみてる(´･･`) 原因がわからない(´･･`)(´･･`) || @AmazonHelp お返事ありがとうございます。
TV stickを使用しています。 テレビ裏のUSBを繋ぎ直したら再生できました。ありがとうございます。 あとは最近、画像のサイズが大きくて映像は大丈夫なのですが、文字などがはみ出てしまいます。キャリブレーションで調節してもこの通りです。 https://t.co/0b98yMMsZ8","[CUSTOMER] Amazonプライムがテレビで見れなくなって、ケータイでみてる(´･･`) 原因がわからない(´･･`)(´･･`) || [BRAND] @545917 ツイート拝見しました。ご不便をおかけしております。
視聴にはFire TV Stickとビデオアプリ(PS3など)のどちらをご利用でしょうか。
また、エラーメッセージなどは表示されますか？　MH || [CUSTOMER] @AmazonHelp お返事ありがとうございます。
TV stickを使用しています。 テレビ裏のUSBを繋ぎ直したら再生できました。ありがとうございます。 あとは最近、画像のサイズが大きくて映像は大丈夫なのですが、文字などがはみ出てしまいます。キャリブレーションで調節してもこの通りです。 https://t.co/0b98yMMsZ8 || [BRAND] @545917 ビデオは正常に表示され、設定画面の表示にのみ問題がある状況でしょうか。テレビの画像またはディスプレイメニューを開いて、ディスプレイを調整いただいても問題が解決しない場合は、リンクよりお問い合わせください。https://t.co/J6YEizo6qC　MH",device_technical,no,,Notes:
1159254,My Black Friday purchase delivery estimate was Monday before 9pm. It arrived at 4pm today!! Nice work @115830 https://t.co/FMg9iwResS || @AmazonHelp I’d like to be clear that I did not order (or recieve) a cat.,[CUSTOMER] My Black Friday purchase delivery estimate was Monday before 9pm. It arrived at 4pm today!! Nice work @115830 https://t.co/FMg9iwResS || [BRAND] @392711 That sounds like a cattanstic time! 😁📦🐱 || [CUSTOMER] @AmazonHelp I’d like to be clear that I did not order (or recieve) a cat.,other,no,,Notes:
287917,"@AmazonHelp is it possible for me to go and pick up a package that you're trying to deliver in the UK? || @AmazonHelp Hey! I have a parcel out for delivery but not around for a few days. Heard you send back after 3 days, wondered if I could collect instead? || @AmazonHelp I bought the product from Amazon.fr, does that make a difference?","[CUSTOMER] @AmazonHelp is it possible for me to go and pick up a package that you're trying to deliver in the UK? || [BRAND] @184614 Hey, what's going on exactly? Please don't provided any account specific or personal info! ^LB || [CUSTOMER] @AmazonHelp Hey! I have a parcel out for delivery but not around for a few days. Heard you send back after 3 days, wondered if I could collect instead? || [BRAND] @184614 Hey there! We'd like to look in to some options with you. Please click here: https://t.co/JzP7hlA23B so we can help. ^NM || [CUSTOMER] @AmazonHelp I bought the product from Amazon.fr, does that make a difference? || [BRAND] @184614 Oh! Sorry about that! Let's try this one instead: https://t.co/hgIrz98cdI Thanks! ^FR",delivery_issue,no,,Notes:
880946,"@AmazonHelp my package hasn't been delivered yet and it's shows unable to deliver the package  contact Amazon what to do further || @AmazonHelp No reply yet from the courier guy neither they call nor they come to enquiry or atleast to know is the package is still there or not, help || @AmazonHelp No action taken till now it has been more than 20 days poor response || @AmazonHelp I know but trust me u should change the courier service provider of this location they are just horrible || @AmazonHelp Didn't got any mail till now can you send it once again","[CUSTOMER] @AmazonHelp my package hasn't been delivered yet and it's shows unable to deliver the package  contact Amazon what to do further || [BRAND] @329181 Sorry about this experience. Please report this to our support team here: https://t.co/TdDksLo6Mf &amp; we'll look into this ^HD || [CUSTOMER] @AmazonHelp No reply yet from the courier guy neither they call nor they come to enquiry or atleast to know is the package is still there or not, help || [BRAND] @329181 Kindly fill in your details here: https://t.co/GIJyeYqKE0 and I'll look into it. ^NR 2/2 || [CUSTOMER] @AmazonHelp No action taken till now it has been more than 20 days poor response || [BRAND] @329181 We've sent a correspondence to your registered email ID here: https://t.co/NTkrxpsbHJ. Kindly check and reply. ^PS || [CUSTOMER] @AmazonHelp I know but trust me u should change the courier service provider of this location they are just horrible || [BRAND] @329181 I get your concern. I'll be sure to forward your feedback internally for further improvements. ^PS || [CUSTOMER] @AmazonHelp Didn't got any mail till now can you send it once again || [BRAND] @329181 We have sent a correspondence here: https://t.co/DTSNmGldJf. Please reply back to the email for further assistance. ^SB",delivery_issue,yes,Escalation reason:,"Package has not been delivered for more than 20 days, with no response or action from the courier despite repeated complaints.Notes:"
2800390,あ、そういえばAmazonプライム登録した,"[CUSTOMER] あ、そういえばAmazonプライム登録した || [BRAND] @781257 ご登録ありがとうございます( *• ̀ω•́ )b
特典の一覧はこちらです♪ &gt; https://t.co/AbfeovjCgG YM https://t.co/4AK4u0GTkK",subscription_service,no,,Notes:
1378706,えええええ！！！！？？？？Amazonのプライム会員に登録した覚えないのに！！！！７月に会員になっててがっつり金取られてた！！！！！ヤダ怖い！！！！！ || @AmazonHelp ご丁寧にありがとうございます！,[CUSTOMER] えええええ！！！！？？？？Amazonのプライム会員に登録した覚えないのに！！！！７月に会員になっててがっつり金取られてた！！！！！ヤダ怖い！！！！！ || [BRAND] @440962 (2/2)なお、有料会員移行後、特典をご利用されていない場合には、退会とともに年会費を返金いたします。退会をご希望の際には、こちらのヘルプページをご確認のうえ、お手続きください。 https://t.co/wdPTbEULCH ET || [CUSTOMER] @AmazonHelp ご丁寧にありがとうございます！ || [BRAND] @440962 とんでもないことでございます。ご不明な点がありましたら、ご遠慮なくお知らせください。 YM,subscription_service,no,,Notes:
890571,I love when I pay for guaranteed 2 day shipping from @115821 and the USPS just doesn’t deliver my packages.  It’s awesome. @AmazonHelp,"[CUSTOMER] I love when I pay for guaranteed 2 day shipping from @115821 and the USPS just doesn’t deliver my packages.  It’s awesome. @AmazonHelp || [BRAND] @331446 I'm sorry for the wait! To confirm, have we missed the delivery date shown on your order confirmation e-mail? ^MB",delivery_issue,no,,Notes:
2475987,@AmazonHelp my prime membership is renewed every year automatically so why is my account saying I’m not a prime member?,[CUSTOMER] @AmazonHelp my prime membership is renewed every year automatically so why is my account saying I’m not a prime member? || [BRAND] @707782 Hello Leah! Do you have two Amazon accounts? Are you using https://t.co/nUUp5MLhYl or .co.uk? Keep us updated! - Conor,subscription_service,no,,Notes:
1766048,"So. The Amazon tracker says my package was handed directly to a resident. Too bad it wasn't me. || @AmazonHelp I found it. It was left near my driveway. No worries, thanks for the response.","[CUSTOMER] So. The Amazon tracker says my package was handed directly to a resident. Too bad it wasn't me. || [BRAND] @531118 I'm sorry for the mix up. Were you able to locate your order? Who's the carrier: https://t.co/Y5jpI9gRhE? ^CO || [CUSTOMER] @AmazonHelp I found it. It was left near my driveway. No worries, thanks for the response. || [BRAND] @531118 Glad you found it. Thanks for keeping us posted! ^AF",missing_package,no,,Notes:
2300523,"@115821 @115858 
My Amazon ORDER # 404-1709227-2757932
I have received an iPhone 7 when I unbox I could see that the phone bluetooth was ON and the phone backside there was lot of finger marks. I never thought Amazon or Apple would do such a cheap thing. Disappointed.","[CUSTOMER] @115821 @115858 
My Amazon ORDER # 404-1709227-2757932
I have received an iPhone 7 when I unbox I could see that the phone bluetooth was ON and the phone backside there was lot of finger marks. I never thought Amazon or Apple would do such a cheap thing. Disappointed. || [BRAND] @667699 Apologies for the hassle. Please contact us here: https://t.co/vlvfJr4nN9 so that we can assist you accordingly. Please don't provide your order details, we consider it to be personal information. ^JS",order_issue,yes,Escalation reason:,"Customer received an iPhone that appears to have been previously handled or used, with Bluetooth enabled and fingerprints on the device.Notes:"
553399,Woohoo my @115830 parcel was delivered by #hermesUK securely to my porch... I don't have a porch. Uh-oh,[CUSTOMER] Woohoo my @115830 parcel was delivered by #hermesUK securely to my porch... I don't have a porch. Uh-oh || [BRAND] @249061 Oh no! Please reach out to us here: https://t.co/JzP7hlA23B so we can look into this delivery with you. ^AH,missing_package,yes,Escalation reason:,"Package is marked as delivered to a porch that the customer says they do not have, indicating the parcel may be missing or misdelivered.Notes:"
1144986,"@115821 @AmazonHelp So... I have been waiting weeks for someone to contact me about my account. I can't get help, no? || @AmazonHelp I've followed the link, did as was told. Was told 3x that I would be contacted regarding issue. I have not been contacted.","[CUSTOMER] @115821 @AmazonHelp So... I have been waiting weeks for someone to contact me about my account. I can't get help, no? || [BRAND] @216862 Can you confirm which site your account is with? https://t.co/PQPnSFSCPS or? When was the last update you received? ^NV || [CUSTOMER] @AmazonHelp I've followed the link, did as was told. Was told 3x that I would be contacted regarding issue. I have not been contacted. || [BRAND] @216862 Sorry to hear that, please select 'Skip Sign In' and fill out this form: https://t.co/R55eEQwSEs so we can look into this. ^JJ",account_access,yes,Escalation reason:,Customer has been waiting weeks for help with an account issue and has repeatedly been promised contact but has received no response.Notes:
538598,"Today on the Truck: Get a fresh, handcrafted holiday wreath from Lynch Creek Farms. It’s time to get festive! Only $25.00 while supplies last. https://t.co/ZYUjqY3EZd || @169994 Where in Sacramento are you today","[CUSTOMER] Today on the Truck: Get a fresh, handcrafted holiday wreath from Lynch Creek Farms. It’s time to get festive! Only $25.00 while supplies last. https://t.co/ZYUjqY3EZd || [CUSTOMER] @169994 Where in Sacramento are you today || [BRAND] @247063 You can find the Treasure Truck by signing up for text alerts here: https://t.co/GrVZDJWu8q You'll also be given a pickup map on the check out page. ^ZW",other,no,,Notes:
1058037,@116928 ¿Cómo se llama oficialmente vuestra tienda de apps en España? ¿Amazon Appstore o Tienda Apps de Amazon? Veo 2 versiones en la web || @AmazonHelp ¡Gracias!,"[CUSTOMER] @116928 ¿Cómo se llama oficialmente vuestra tienda de apps en España? ¿Amazon Appstore o Tienda Apps de Amazon? Veo 2 versiones en la web || [BRAND] @___Cygnus___ Hola Cygnus, seria Amazon Appstore. 😊 ^DA || [CUSTOMER] @AmazonHelp ¡Gracias! || [BRAND] @___Cygnus___ Con gusto, estamos para asistirte. Cualquier consulta no dudes en contactarnos. ^KS",other,no,,Notes:
2772395,@115821 you guys lost my package and won’t send me a replacement. Can someone help??? || @AmazonHelp Chat || @AmazonHelp National tree company,"[CUSTOMER] @115821 you guys lost my package and won’t send me a replacement. Can someone help??? || [BRAND] @774916 I am sorry to hear about the lost package Ellie! How was the conclusion reached that a replacement could not be arranged? Is that information that was provided by customer service on a phone call or chat? ^CH || [CUSTOMER] @AmazonHelp Chat || [BRAND] @774916 We are unable to guarantee stock of third party sellers and so, cannot promise a replacement from their stock, even if the item is fulfilled by Amazon. Who was the seller of this order? Please check here: https://t.co/vQzP1i2jlm ^BE || [CUSTOMER] @AmazonHelp National tree company || [BRAND] @774916 If an item is sold by third party seller like National Tree Company but Fulfilled by Amazon, we won't be able to process a replacement, however the item should qualify for a full refund. When you spoke to us, was a full refund offered to you? ^LH",missing_package,yes,Escalation reason:,"Customer reports a lost package and says Amazon will not provide a replacement, requiring further assistance.Notes:"
2670772,"@115850 @AmazonHelp 
This is 4th tym I am getting different Quantity of product as per booking order and as per product delivered in last 2months.
Email Id: __email__ https://t.co/FVKbUqddaD","[CUSTOMER] @115850 @AmazonHelp 
This is 4th tym I am getting different Quantity of product as per booking order and as per product delivered in last 2months.
Email Id: __email__ https://t.co/FVKbUqddaD || [BRAND] @622945 Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. (2/2) ^MO",order_issue,yes,Escalation reason:,"Customer has repeatedly received quantities different from what was ordered, with the issue occurring four times over two months.Notes:"
1134037,"@120533 Bonjour, mon compte premium Amazon s’est renouvelé automatiquement, est-ce possible d’annuler et d’être remboursé ? || @AmazonHelp Merci :)","[CUSTOMER] @120533 Bonjour, mon compte premium Amazon s’est renouvelé automatiquement, est-ce possible d’annuler et d’être remboursé ? || [BRAND] @387208 Bonjour, il suffit de le signaler à notre SAV via le lien suivant:  https://t.co/hgIrz98cdI ^SA || [CUSTOMER] @AmazonHelp Merci :) || [BRAND] @387208 A votre service ^KD",subscription_service,no,,Notes:
2863427,@115821 glad my new vacuum didn’t get stolen... people could see that there was a $300 appliance on my doorstep since y’all didn’t package it,[CUSTOMER] @115821 glad my new vacuum didn’t get stolen... people could see that there was a $300 appliance on my doorstep since y’all didn’t package it || [BRAND] @795380 Oh no! Looks like this item is part of our Frustration Free Packaging program. Find out more here: https://t.co/m5dQlOgsmw ^TR,other,no,,Notes:
